Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,BatterHand,PitcherHRWeakSide,PitcherHRSpotWeakness
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,6,Cam Smith,701358,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,589.0,591.0,588.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,7,Jake Meyers,676694,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,484.0,492.0,486.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,8,Nick Allen,669397,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,404.0,404.0,392.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,9,Christian Vázquez,543877,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,445.0,458.0,458.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,1,Christian Yelich,592885,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,520.0,524.0,530.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,2,Garrett Mitchell,669003,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,567.0,573.0,571.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,3,Brice Turang,668930,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,634.0,625.0,621.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,4,Andrew Vaughn,683734,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,526.0,531.0,518.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,5,Jake Bauers,641343,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,415.0,427.0,408.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,6,Gary Sánchez,596142,confirmed,Milwaukee Brewers,Tatsuya Imai,,,,,,,,,1.04,1.0,,371.0,373.0,379.0,49.97,,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,7,Sal Frelick,686217,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,351.0,357.0,351.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,8,David Hamilton,666152,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,478.0,485.0,467.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,9,Joey Ortiz,687401,confirmed,Milwaukee Brewers,Tatsuya Imai,0.18,1.56,38.0,34.0,8.0,89.0,14.0,0.1,1.04,1.0,0.65,628.0,636.0,613.0,49.97,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,1,Carter Jensen,695600,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,508.0,504.0,501.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,2,Bobby Witt Jr.,677951,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,402.0,400.0,394.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,3,Vinnie Pasquantino,686469,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,517.0,504.0,519.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,4,Salvador Perez,521692,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,413.0,414.0,413.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,5,Jac Caglianone,695506,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,462.0,458.0,449.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,6,Isaac Collins,686555,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,515.0,529.0,520.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,7,Michael Massey,686681,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,475.0,471.0,485.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,8,Nick Loftin,679845,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,400.0,397.0,386.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,9,Kyle Isbel,664728,confirmed,Kansas City Royals,Jack Leiter,0.18,1.35,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,385.0,400.0,379.0,45.55,R,BOTH,4-6
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,1,Joc Pederson,592626,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,559.0,553.0,560.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,2,Josh Jung,673962,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,550.0,548.0,551.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,3,Brandon Nimmo,607043,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,387.0,393.0,383.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,4,Jake Burger,669394,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,542.0,540.0,547.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,5,Ezequiel Duran,677649,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,574.0,567.0,575.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,6,Alejandro Osuna,696030,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,387.0,393.0,375.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,7,Kyle Higashioka,543309,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,374.0,384.0,361.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,8,Nicky Lopez,670032,confirmed,Texas Rangers,Michael Wacha,0.18,1.03,38.0,34.0,8.0,89.0,14.0,0.1,1.06,1.05,0.65,538.0,526.0,532.0,39.05,R,BOTH,7-9
2026-05-31,2026-05-31T18:35:00+00:00,2026-05-31T14:35:00-04:00,2:35 PM,Kansas City Royals vs Texas Rangers,9,Michael Helman,680737,confirmed,Texas Rangers,Michael Wacha,,,,,,,,,1.06,1.05,,617.0,604.0,626.0,39.05,,BOTH,7-9
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,1,Willi Castro,650489,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,526.0,540.0,540.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,2,Tyler Freeman,671289,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,508.0,517.0,501.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,3,TJ Rumfield,681198,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,453.0,438.0,455.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,4,Hunter Goodman,696100,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,511.0,526.0,511.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,5,Ezequiel Tovar,678662,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,620.0,615.0,625.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,6,Kyle Karros,691720,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,491.0,483.0,489.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,7,Jake McCarthy,664983,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,364.0,349.0,352.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,8,Braxton Fulford,690924,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,459.0,468.0,457.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,9,Chad Stevens,677060,confirmed,Colorado Rockies,Robbie Ray,0.16,2.01,38.0,34.0,8.0,89.0,14.0,0.1,1.2,1.0,0.65,509.0,515.0,507.0,55.19,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,1,Casey Schmitt,669477,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,355.0,365.0,356.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,2,Rafael Devers,646240,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,447.0,459.0,433.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,3,Luis Arraez,650333,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,368.0,382.0,371.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,4,Willy Adames,642715,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,509.0,524.0,496.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,5,Jung Hoo Lee,808982,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,649.0,641.0,642.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,6,Matt Chapman,656305,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,629.0,630.0,639.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,7,Bryce Eldridge,805811,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,630.0,626.0,628.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,8,Daniel Susac,691740,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,564.0,557.0,572.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T19:10:00+00:00,2026-05-31T15:10:00-04:00,3:10 PM,San Francisco Giants vs Colorado Rockies,9,Drew Gilbert,687551,confirmed,San Francisco Giants,Tanner Gordon,0.18,1.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,563.0,564.0,569.0,51.48,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,1,Carlos Cortes,666126,confirmed,Athletics,Will Warren,,,,,,,,,1.0,1.0,,513.0,518.0,508.0,40.58,,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,2,Brent Rooker,667670,confirmed,Athletics,Will Warren,0.26,1.08,47.0,42.0,14.0,92.5,18.0,0.22,1.0,1.0,0.78,604.0,603.0,595.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,3,Nick Kurtz,701762,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,641.0,646.0,640.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,4,Tyler Soderstrom,691016,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,518.0,517.0,512.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,5,Jonah Heim,641680,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,437.0,432.0,451.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,6,Lawrence Butler,671732,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,489.0,475.0,483.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,7,Zack Gelof,680869,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,558.0,549.0,563.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,8,Jeff McNeil,643446,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,548.0,547.0,548.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,9,Darell Hernaiz,687231,confirmed,Athletics,Will Warren,0.18,1.08,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,361.0,352.0,370.0,40.58,R,BOTH,7-9
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,1,Paul Goldschmidt,502671,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,361.0,372.0,372.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,2,Ben Rice,700250,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,426.0,433.0,421.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,3,Aaron Judge,592450,confirmed,New York Yankees,Jacob Lopez,0.3,2.05,55.0,48.0,24.1,96.8,21.4,0.42,1.1,1.1,0.95,224.0,226.0,234.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,4,Cody Bellinger,641355,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,593.0,600.0,592.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,5,José Caballero,676609,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,506.0,498.0,508.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,6,Trent Grisham,663757,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,449.0,462.0,456.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,7,Anthony Volpe,683011,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,454.0,467.0,465.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,8,Max Schuemann,680474,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,482.0,480.0,474.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:05:00+00:00,2026-05-31T16:05:00-04:00,4:05 PM,New York Yankees vs Athletics,9,Austin Wells,669224,confirmed,New York Yankees,Jacob Lopez,0.16,2.05,38.0,34.0,8.0,89.0,14.0,0.1,1.1,1.1,0.65,466.0,463.0,473.0,56.92,R,BOTH,4-6
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,1,Aramis Garcia,605244,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,361.0,353.0,376.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,2,Gabriel Moreno,672515,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,603.0,610.0,593.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,3,Ildemaro Vargas,545121,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,527.0,539.0,527.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,4,Ketel Marte,606466,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,649.0,647.0,634.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,5,Nolan Arenado,571448,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,645.0,648.0,639.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,6,Geraldo Perdomo,672695,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,368.0,370.0,359.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,7,Tim Tawa,694374,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,442.0,453.0,446.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,8,Jorge Barrosa,678489,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,523.0,515.0,523.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,9,Ryan Waldschmidt,814439,power_roster,Arizona Diamondbacks,Bryce Miller,0.18,1.12,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,539.0,549.0,532.0,39.99,R,BOTH,7-9
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,1,J.P. Crawford,641487,confirmed,Seattle Mariners,Merrill Kelly,0.18,1.5,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,543.0,541.0,539.0,48.37,R,BOTH,4-6
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,2,Julio Rodríguez,677594,confirmed,Seattle Mariners,Merrill Kelly,0.18,1.5,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,647.0,647.0,639.0,48.37,R,BOTH,4-6
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,3,Josh Naylor,647304,confirmed,Seattle Mariners,Merrill Kelly,0.18,1.5,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,467.0,460.0,454.0,48.37,R,BOTH,4-6
2026-05-31,2026-05-31T20:10:00+00:00,2026-05-31T16:10:00-04:00,4:10 PM,Arizona Diamondbacks vs Seattle Mariners,4,Randy Arozarena,668227,confirmed,Seattle Mariners,Merrill Kelly,0.18,1.5,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,430.0,424.0,425.0,48.37,R,BOTH,4-6
